name,connected,uptime,wifi_strength,bytesReceived,bytesSent,packetsLost
chromecast,0,69285,0,1428844040,1376265098,2752530
appletv,0,69285,0,1815185659,1906973647,3813947
home,0,69345,0,3979680016,2107614170,4215228
desktopfamily,0,69345,0,586073410,586092058,7619196754
dadpc,0,69345,0,586091563,586083938,7619091194
regulartv,0,69345,0,1737,1696,3
printer,1,69345,0,17992,8864,17
camera,0,69345,0,93029,380429,760
xbox,0,69345,0,0,0,0
iphone,0,69345,-1,3508290,3384382,6768
googlepixel,0,69345,-1,3443922,3453958,6907
voipphone,0,69345,0,246030,269105,538
nest,0,69345,0,8509,17804,35
toaster,0,69345,0,8835,17279,34
smokedetector,0,69345,0,18250,8482,16
chromecast,0,69345,0,1428844040,1376265099,2752530
appletv,0,69345,0,1815185659,1906973647,3813947
home,0,69405,0,3981187138,2110620572,4221241
desktopfamily,0,69405,0,586888613,586906910,5869069100
dadpc,0,69405,0,586907181,586899566,5868995660
regulartv,0,69405,0,1737,1697,3
printer,1,69405,0,18022,8867,17
camera,0,69405,0,93153,380621,761
xbox,0,69405,0,0,0,0
iphone,0,69405,-1,3513598,3385640,6771
googlepixel,0,69405,-1,3445852,3457694,6915
voipphone,0,69405,0,246068,269116,538
nest,0,69405,0,8517,17834,35
toaster,0,69405,0,8846,17288,34
smokedetector,0,69405,0,18251,8486,16
chromecast,0,69405,0,1428844041,1376265102,2752530
appletv,0,69405,0,1815185659,1906973647,3813947
home,0,69465,0,3982661583,2113555788,4227111
desktopfamily,0,69465,0,587682789,587701278,4113908946
dadpc,0,69465,0,587701352,587693834,4113856838
regulartv,0,69465,0,1737,1700,3
printer,1,69465,0,18025,8878,17
camera,0,69465,0,93205,380829,761
xbox,0,69465,0,0,0,0
iphone,0,69465,-1,3514334,3390134,6780
googlepixel,0,69465,-1,3448661,3459237,6918
voipphone,0,69465,0,246088,269141,538
nest,0,69465,0,8530,17858,35
toaster,0,69465,0,8857,17318,34
smokedetector,0,69465,0,18268,8491,16
chromecast,0,69465,0,1428844043,1376265105,2752530
appletv,0,69465,0,1815185659,1906973647,3813947
home,0,69525,0,3984094393,2116415734,4232831
desktopfamily,0,69525,0,588455951,588473738,1765421214
dadpc,0,69525,0,588474600,588467128,1765401384
regulartv,0,69525,0,1740,1702,3
printer,1,69525,0,18029,8885,17
camera,0,69525,0,93318,381019,762
xbox,0,69525,0,0,0,0
iphone,0,69525,-1,3519932,3391068,6782
googlepixel,0,69525,-1,3453394,3460508,6921
voipphone,0,69525,0,246141,269193,538
nest,0,69525,0,8533,17886,35
toaster,0,69525,0,8858,17320,34
smokedetector,0,69525,0,18296,8504,17
chromecast,0,69525,0,1428844045,1376265107,2752530
appletv,0,69525,0,1815185659,1906973647,3813947
home,0,69585,0,3985495646,2119198448,4238396
desktopfamily,0,69585,0,589206315,589224165,1178448
dadpc,0,69585,0,589225119,589217933,1178435
regulartv,0,69585,0,1740,1703,3
printer,1,69585,0,18037,8895,17
camera,0,69585,0,93369,381246,762
xbox,0,69585,0,0,0,0
iphone,0,69585,-1,3525542,3395180,6790
googlepixel,0,69585,-1,3458396,3466456,6932
voipphone,0,69585,0,246200,269242,538
nest,0,69585,0,8538,17886,35
toaster,0,69585,0,8871,17326,34
smokedetector,0,69585,0,18324,8519,17
chromecast,0,69585,0,1428844045,1376265109,2752530
appletv,0,69585,0,1815185659,1906973647,3813947
home,0,69645,0,3986856139,2121901094,4243802
desktopfamily,0,69645,0,589934286,589951933,1179903
dadpc,0,69645,0,589952500,589945324,1179890
regulartv,0,69645,0,1743,1704,3
printer,1,69645,0,18044,8910,17
camera,0,69645,0,93467,381472,762
xbox,0,69645,0,0,0,0
iphone,0,69645,-1,3530890,3398057,6796
googlepixel,0,69645,-1,3462375,3466856,6933
voipphone,0,69645,0,246263,269299,538
nest,0,69645,0,8553,17899,35
toaster,0,69645,0,8874,17330,34
smokedetector,0,69645,0,18350,8523,17
chromecast,0,69645,0,1428844045,1376265112,2752530
appletv,0,69645,0,1815185659,1906973647,3813947
home,0,69705,0,3988174544,2124520816,4249041
desktopfamily,0,69705,0,590637932,590655626,1181311
dadpc,0,69705,0,590655879,590649034,1181298
regulartv,0,69705,0,1743,1704,3
printer,1,69705,0,18050,8918,17
camera,0,69705,0,93577,381758,763
xbox,0,69705,0,0,0,0
iphone,0,69705,-1,3535950,3398562,6797
googlepixel,0,69705,-1,3466142,3469819,6939
voipphone,0,69705,0,246288,269355,538
nest,0,69705,0,8553,17916,35
toaster,0,69705,0,8884,17356,34
smokedetector,0,69705,0,18375,8525,17
chromecast,0,69705,0,1428844048,1376265113,2752530
appletv,0,69705,0,1815185659,1906973647,3813947
home,0,69765,0,3989448971,2127054672,4254109
desktopfamily,0,69765,0,591317325,591335753,1182671
dadpc,0,69765,0,591335406,591328702,1182657
regulartv,0,69765,0,1745,1706,3
printer,1,69765,0,18067,8927,17
camera,0,69765,0,93713,381885,763
xbox,0,69765,0,0,0,0
iphone,0,69765,-1,3541586,3400893,6801
googlepixel,0,69765,-1,3468846,3472677,6945
voipphone,0,69765,0,246316,269401,538
nest,0,69765,0,8567,17942,35
toaster,0,69765,0,8898,17376,34
smokedetector,0,69765,0,18393,8529,17
chromecast,0,69765,0,1428844049,1376265116,2752530
appletv,0,69765,0,1815185659,1906973647,3813947
home,0,69825,0,3990679712,2129502550,4259005
desktopfamily,0,69825,0,591972817,591991208,1183982
dadpc,0,69825,0,591990853,591984086,1183968
regulartv,0,69825,0,1747,1706,3
printer,1,69825,0,18086,8942,17
camera,0,69825,0,93733,382180,764
xbox,0,69825,0,0,0,0
iphone,0,69825,-1,3546837,3404919,6809
googlepixel,0,69825,-1,3474288,3473439,6946
voipphone,0,69825,0,246354,269428,538
nest,0,69825,0,8569,17947,35
toaster,0,69825,0,8900,17405,34
smokedetector,0,69825,0,18407,8541,17
chromecast,0,69825,0,1428844052,1376265119,2752530
appletv,0,69825,0,1815185659,1906973647,3813947
school-laptop,0,69825,0,32729,32727,65
home,0,69885,0,3991898727,2131862618,4263725
desktopfamily,0,69885,0,592603171,592621385,1185242
dadpc,0,69885,0,592620945,592613866,1185227
regulartv,0,69885,0,1748,1708,3
printer,1,69885,0,18117,8942,17
camera,0,69885,0,93798,382272,764
xbox,0,69885,0,0,0,0
iphone,0,69885,-1,3548785,3406826,6813
googlepixel,0,69885,-1,3476364,3473815,6947
voipphone,0,69885,0,246371,269463,538
nest,0,69885,0,8582,17970,35
toaster,0,69885,0,8913,17413,34
smokedetector,0,69885,0,18407,8542,17
chromecast,0,69885,0,1428844053,1376265122,2752530
appletv,0,69885,0,1815185659,1906973647,3813947
school-laptop,0,69885,0,64237,64229,128
home,0,69945,0,3993065234,2134130710,4268261
desktopfamily,0,69945,0,593207260,593225562,1186451
dadpc,0,69945,0,593225552,593218540,1186437
regulartv,0,69945,0,1750,1710,3
printer,1,69945,0,18132,8952,17
camera,0,69945,0,93917,382349,764
xbox,0,69945,0,0,0,0
iphone,0,69945,-1,3554064,3411102,6822
googlepixel,0,69945,-1,3476831,3473907,6947
voipphone,0,69945,0,246431,269507,539
nest,0,69945,0,8586,17996,35
toaster,0,69945,0,8921,17414,34
smokedetector,0,69945,0,18433,8554,17
chromecast,0,69945,0,1428844056,1376265124,2752530
appletv,0,69945,0,1815185659,1906973647,3813947
school-laptop,0,69945,0,94476,94452,188
home,0,70005,0,3994185660,2136306802,4272613
desktopfamily,0,70005,0,593785697,593804304,1187608
dadpc,0,70005,0,593804064,593796958,1187593
regulartv,0,70005,0,1750,1713,3
printer,1,70005,0,18135,8965,17
camera,0,70005,0,93923,382469,764
xbox,0,70005,0,0,0,0
iphone,0,70005,-1,3554313,3413409,6826
googlepixel,0,70005,-1,3479625,3478081,6956
voipphone,0,70005,0,246464,269529,539
nest,0,70005,0,8599,18013,36
toaster,0,70005,0,8928,17436,34
smokedetector,0,70005,0,18456,8563,17
chromecast,0,70005,0,1428844056,1376265126,2752530
appletv,0,70005,0,1815185659,1906973647,3813947
school-laptop,0,70005,0,123429,123374,246
home,0,70065,0,3995255788,2138389936,4276779
desktopfamily,0,70065,0,594338464,594357216,1188714
dadpc,0,70065,0,594357187,594349737,1188699
regulartv,0,70065,0,1750,1716,3
printer,1,70065,0,18139,8976,17
camera,0,70065,0,94043,382510,765
xbox,0,70065,0,0,0,0
iphone,0,70065,-1,3554410,3417619,6835
googlepixel,0,70065,-1,3482395,3481113,6962
voipphone,0,70065,0,246490,269534,539
nest,0,70065,0,8610,18034,36
toaster,0,70065,0,8932,17457,34
smokedetector,0,70065,0,18478,8571,17
chromecast,0,70065,0,1428844057,1376265127,2752530
appletv,0,70065,0,1815185659,1906973647,3813947
school-laptop,0,70065,0,151075,151010,302
home,0,70125,0,3996278719,2140380278,4280760
desktopfamily,0,70125,0,594865309,594884010,1189768
dadpc,0,70125,0,594883969,594876266,1189752
regulartv,0,70125,0,1751,1718,3
printer,1,70125,0,18168,8976,17
camera,0,70125,0,94043,382575,765
xbox,0,70125,0,0,0,0
iphone,0,70125,-1,3555230,3423171,6846
googlepixel,0,70125,-1,3483436,3482586,6965
voipphone,0,70125,0,246530,269583,539
nest,0,70125,0,8612,18057,36
toaster,0,70125,0,8939,17473,34
smokedetector,0,70125,0,18482,8578,17
chromecast,0,70125,0,1428844059,1376265129,2752530
appletv,0,70125,0,1815185659,1906973647,3813947
school-laptop,0,70125,0,177397,177321,354
home,0,70185,0,3997252425,2142276380,4284552
desktopfamily,0,70185,0,595365499,595384168,1190768
dadpc,0,70185,0,595384063,595376643,1190753
regulartv,0,70185,0,1751,1718,3
printer,1,70185,0,18177,8991,17
camera,0,70185,0,94066,382821,765
xbox,0,70185,0,0,0,0
iphone,0,70185,-1,3555903,3424888,6849
googlepixel,0,70185,-1,3485678,3484031,6968
voipphone,0,70185,0,246577,269640,539
nest,0,70185,0,8621,18060,36
toaster,0,70185,0,8943,17491,34
smokedetector,0,70185,0,18485,8585,17
chromecast,0,70185,0,1428844060,1376265132,2752530
appletv,0,70185,0,1815185659,1906973647,3813947
school-laptop,0,70185,0,202410,202321,404
home,0,70245,0,3998177902,2144077812,4288155
desktopfamily,0,70245,0,595839523,595858543,1191717
dadpc,0,70245,0,595857962,595850511,1191701
regulartv,0,70245,0,1751,1721,3
printer,1,70245,0,18194,9002,18
camera,0,70245,0,94184,383080,766
xbox,0,70245,0,0,0,0
iphone,0,70245,-1,3557149,3430599,6861
googlepixel,0,70245,-1,3489820,3485956,6971
voipphone,0,70245,0,246624,269698,539
nest,0,70245,0,8625,18061,36
toaster,0,70245,0,8952,17500,35
smokedetector,0,70245,0,18491,8589,17
chromecast,0,70245,0,1428844063,1376265135,2752530
appletv,0,70245,0,1815185659,1906973647,3813947
school-laptop,0,70245,0,226109,226039,452
home,0,70305,0,3999057394,2145785142,4291570
desktopfamily,0,70305,0,596287372,596306319,1192612
dadpc,0,70305,0,596306035,596298802,1192597
regulartv,0,70305,0,1753,1724,3
printer,1,70305,0,18206,9016,18
camera,0,70305,0,94213,383292,766
xbox,0,70305,0,0,0,0
iphone,0,70305,-1,3562565,3434511,6869
googlepixel,0,70305,-1,3494017,3487716,6975
voipphone,0,70305,0,246633,269709,539
nest,0,70305,0,8625,18091,36
toaster,0,70305,0,8954,17503,35
smokedetector,0,70305,0,18509,8603,17
chromecast,0,70305,0,1428844064,1376265137,2752530
appletv,0,70305,0,1815185659,1906973647,3813947
school-laptop,0,70305,0,248505,248469,496
home,0,70365,0,3999892598,2147398474,4294796
desktopfamily,0,70365,0,596709413,596728199,1193456
dadpc,0,70365,0,596728602,596720648,1193441
regulartv,0,70365,0,1753,1726,3
printer,1,70365,0,18215,9017,18
camera,0,70365,0,94348,384705,769
xbox,0,70365,0,0,0,0
iphone,0,70365,-1,3562740,3437575,6875
googlepixel,0,70365,-1,3497415,3488453,6976
voipphone,0,70365,0,246646,269766,539
nest,0,70365,0,8635,18115,36
toaster,0,70365,0,8958,17529,35
smokedetector,0,70365,0,18523,8603,17
chromecast,0,70365,0,1428844065,1376265139,2752530
appletv,0,70365,0,1815185659,1906973647,3813947
school-laptop,0,70365,0,269639,269568,539
home,0,70425,0,4000675149,2148919730,4297839
desktopfamily,0,70425,0,597105513,597125017,1194250
dadpc,0,70425,0,597125492,597116843,1194233
regulartv,0,70425,0,1754,1729,3
printer,1,70425,0,18242,9019,18
camera,0,70425,0,94417,384987,769
xbox,0,70425,0,0,0,0
iphone,0,70425,-1,3568040,3442998,6885
googlepixel,0,70425,-1,3501607,3490895,6981
voipphone,0,70425,0,246687,269808,539
nest,0,70425,0,8649,18131,36
toaster,0,70425,0,8965,17553,35
smokedetector,0,70425,0,18553,8604,17
chromecast,0,70425,0,1428844065,1376265139,2752530
appletv,0,70425,0,1815185659,1906973647,3813947
school-laptop,0,70425,0,289455,289396,578
home,0,70485,0,4001415388,2150347670,4300695
desktopfamily,0,70485,0,597476430,597496366,1194992
dadpc,0,70485,0,597496725,597488176,1194976
regulartv,0,70485,0,1757,1729,3
printer,1,70485,0,18267,9019,18
camera,0,70485,0,94516,385243,770
xbox,0,70485,0,0,0,0
iphone,0,70485,-1,3569405,3445875,6891
googlepixel,0,70485,-1,3501732,3492967,6985
voipphone,0,70485,0,246728,269821,539
nest,0,70485,0,8659,18151,36
toaster,0,70485,0,8970,17567,35
smokedetector,0,70485,0,18563,8610,17
chromecast,0,70485,0,1428844065,1376265142,2752530
appletv,0,70485,0,1815185659,1906973647,3813947
school-laptop,0,70485,0,308004,307947,615
home,0,70545,0,4002101531,2151684958,4303369
desktopfamily,0,70545,0,597822356,597842763,1195685
dadpc,0,70545,0,597842545,597834416,1195668
regulartv,0,70545,0,1758,1732,3
printer,1,70545,0,18287,9024,18
camera,0,70545,0,94558,385428,770
xbox,0,70545,0,0,0,0
iphone,0,70545,-1,3572792,3451464,6902
googlepixel,0,70545,-1,3507637,3498427,6996
voipphone,0,70545,0,246759,269856,539
nest,0,70545,0,8674,18151,36
toaster,0,70545,0,8976,17578,35
smokedetector,0,70545,0,18594,8620,17
chromecast,0,70545,0,1428844065,1376265144,2752530
appletv,0,70545,0,1815185659,1906973647,3813947
school-laptop,0,70545,0,325286,325229,650
home,0,70605,0,4002748150,2152932052,4305864
desktopfamily,0,70605,0,598143939,598164013,1196328
dadpc,0,70605,0,598163373,598156113,1196312
regulartv,0,70605,0,1761,1733,3
printer,1,70605,0,18309,9038,18
camera,0,70605,0,94675,385744,771
xbox,0,70605,0,0,0,0
iphone,0,70605,-1,3577793,3456143,6912
googlepixel,0,70605,-1,3508132,3502602,7005
voipphone,0,70605,0,246797,269857,539
nest,0,70605,0,8676,18181,36
toaster,0,70605,0,8978,17591,35
smokedetector,0,70605,0,18594,8630,17
chromecast,0,70605,0,1428844066,1376265144,2752530
appletv,0,70605,0,1815185659,1906973647,3813947
school-laptop,0,70605,0,341336,341290,682
home,0,70665,0,4003345878,2154089952,4308179
desktopfamily,0,70665,0,598441478,598460769,1196921
dadpc,0,70665,0,598460689,598453341,1196906
regulartv,0,70665,0,1764,1734,3
printer,1,70665,0,18324,9051,18
camera,0,70665,0,94751,386019,772
xbox,0,70665,0,0,0,0
iphone,0,70665,-1,3578609,3457205,6914
googlepixel,0,70665,-1,3509140,3505731,7011
voipphone,0,70665,0,246816,269912,539
nest,0,70665,0,8690,18199,36
toaster,0,70665,0,8988,17612,35
smokedetector,0,70665,0,18615,8631,17
chromecast,0,70665,0,1428844068,1376265147,2752530
appletv,0,70665,0,1815185659,1906973647,3813947
school-laptop,0,70665,0,356192,356134,712
home,0,70725,0,4003896404,2155159644,4310319
desktopfamily,0,70725,0,598714859,598734695,1197469
dadpc,0,70725,0,598734430,598727205,1197454
regulartv,0,70725,0,1765,1735,3
printer,1,70725,0,18340,9062,18
camera,0,70725,0,94847,386333,772
xbox,0,70725,0,0,0,0
iphone,0,70725,-1,3579853,3461436,6922
googlepixel,0,70725,-1,3514134,3509693,7019
voipphone,0,70725,0,246846,269951,539
nest,0,70725,0,8700,18217,36
toaster,0,70725,0,8994,17621,35
smokedetector,0,70725,0,18627,8638,17
chromecast,0,70725,0,1428844070,1376265150,2752530
appletv,0,70725,0,1815185659,1906973647,3813947
school-laptop,0,70725,0,369863,369814,739
home,0,70785,0,4004406887,2156146254,4312292
desktopfamily,0,70785,0,598965760,598985089,1197970
dadpc,0,70785,0,598985203,598978161,1197956
regulartv,0,70785,0,1767,1738,3
printer,1,70785,0,18359,9063,18
camera,0,70785,0,94946,386411,772
xbox,0,70785,0,0,0,0
iphone,0,70785,-1,3582943,3463253,6926
googlepixel,0,70785,-1,3516532,3511514,7023
voipphone,0,70785,0,246849,269972,539
nest,0,70785,0,8707,18235,36
toaster,0,70785,0,9008,17624,35
smokedetector,0,70785,0,18629,8649,17
chromecast,0,70785,0,1428844071,1376265151,2752530
appletv,0,70785,0,1815185659,1906973647,3813947
school-laptop,0,70785,0,382378,382363,764
home,0,70845,0,4004874729,2157048830,4314097
desktopfamily,0,70845,0,599193789,599213146,1198426
dadpc,0,70845,0,599213651,599205895,1198411
regulartv,0,70845,0,1769,1741,3
printer,1,70845,0,18387,9072,18
camera,0,70845,0,95014,386436,772
xbox,0,70845,0,0,0,0
iphone,0,70845,-1,3583718,3466500,6933
googlepixel,0,70845,-1,3521696,3514540,7029
voipphone,0,70845,0,246871,270012,540
nest,0,70845,0,8721,18241,36
toaster,0,70845,0,9023,17637,35
smokedetector,0,70845,0,18649,8649,17
chromecast,0,70845,0,1428844073,1376265154,2752530
appletv,0,70845,0,1815185659,1906973647,3813947
school-laptop,0,70845,0,393791,393791,787
home,0,70905,0,4005301329,2157869322,4315738
desktopfamily,0,70905,0,599400410,599419944,1198839
dadpc,0,70905,0,599419901,599412017,1198824
regulartv,0,70905,0,1772,1743,3
printer,1,70905,0,18397,9082,18
camera,0,70905,0,95148,386549,773
xbox,0,70905,0,0,0,0
iphone,0,70905,-1,3587265,3471585,6943
googlepixel,0,70905,-1,3525246,3517456,7034
voipphone,0,70905,0,246887,270052,540
nest,0,70905,0,8733,18271,36
toaster,0,70905,0,9025,17662,35
smokedetector,0,70905,0,18668,8649,17
chromecast,0,70905,0,1428844075,1376265154,2752530
appletv,0,70905,0,1815185659,1906973647,3813947
school-laptop,0,70905,0,404123,404118,808
home,0,70965,0,4005688777,2158612802,4317225
desktopfamily,0,70965,0,599585900,599605724,1199211
dadpc,0,70965,0,599605640,599597876,1199195
regulartv,0,70965,0,1775,1745,3
printer,1,70965,0,18405,9088,18
camera,0,70965,0,95168,386666,773
xbox,0,70965,0,0,0,0
iphone,0,70965,-1,3592168,3472522,6945
googlepixel,0,70965,-1,3528898,3523072,7046
voipphone,0,70965,0,246916,270101,540
nest,0,70965,0,8733,18284,36
toaster,0,70965,0,9030,17671,35
smokedetector,0,70965,0,18679,8658,17
chromecast,0,70965,0,1428844078,1376265157,2752530
appletv,0,70965,0,1815185659,1906973647,3813947
school-laptop,0,70965,0,413390,413431,826
home,0,71025,0,4006038994,2159281978,4318563
desktopfamily,0,71025,0,599751882,599772126,1199544
dadpc,0,71025,0,599771508,599764210,1199528
regulartv,0,71025,0,1777,1748,3
printer,1,71025,0,18421,9088,18
camera,0,71025,0,95273,386793,773
xbox,0,71025,0,0,0,0
iphone,0,71025,-1,3592603,3474199,6948
googlepixel,0,71025,-1,3533770,3525468,7050
voipphone,0,71025,0,246944,270122,540
nest,0,71025,0,8733,18307,36
toaster,0,71025,0,9032,17674,35
smokedetector,0,71025,0,18710,8672,17
chromecast,0,71025,0,1428844081,1376265159,2752530
appletv,0,71025,0,1815185659,1906973647,3813947
school-laptop,0,71025,0,421692,421734,843
home,0,71085,0,4006350075,2159881136,4319762
desktopfamily,0,71085,0,599898708,599919514,1199839
dadpc,0,71085,0,599918311,599910913,1199821
regulartv,0,71085,0,1780,1750,3
printer,1,71085,0,18440,9100,18
camera,0,71085,0,95335,386991,773
xbox,0,71085,0,0,0,0
iphone,0,71085,-1,3595173,3476417,6952
googlepixel,0,71085,-1,3539257,3526279,7052
voipphone,0,71085,0,246957,270160,540
nest,0,71085,0,8745,18322,36
toaster,0,71085,0,9040,17696,35
smokedetector,0,71085,0,18735,8679,17
chromecast,0,71085,0,1428844084,1376265159,2752530
appletv,0,71085,0,1815185659,1906973647,3813947
school-laptop,0,71085,0,429054,429104,858
home,0,71145,0,4006628349,2160410882,4320821
desktopfamily,0,71145,0,600027870,600048542,1200097
dadpc,0,71145,0,600047049,600040065,1200080
regulartv,0,71145,0,1780,1752,3
printer,1,71145,0,18441,9113,18
camera,0,71145,0,95415,387255,774
xbox,0,71145,0,0,0,0
iphone,0,71145,-1,3597183,3478163,6956
googlepixel,0,71145,-1,3544942,3531164,7062
voipphone,0,71145,0,246959,270163,540
nest,0,71145,0,8760,18344,36
toaster,0,71145,0,9046,17696,35
smokedetector,0,71145,0,18736,8686,17
chromecast,0,71145,0,1428844086,1376265161,2752530
appletv,0,71145,0,1815185659,1906973647,3813947
school-laptop,0,71145,0,435485,435543,871
home,0,71205,0,4006873269,2160876108,4321752
desktopfamily,0,71205,0,600139669,600160778,1200321
dadpc,0,71205,0,600159367,600152404,1200304
regulartv,0,71205,0,1780,1754,3
printer,1,71205,0,18454,9123,18
camera,0,71205,0,95455,387454,774
xbox,0,71205,0,0,0,0
iphone,0,71205,-1,3600222,3481980,6963
googlepixel,0,71205,-1,3548574,3531388,7062
voipphone,0,71205,0,247019,270171,540
nest,0,71205,0,8761,18362,36
toaster,0,71205,0,9049,17696,35
smokedetector,0,71205,0,18747,8695,17
chromecast,0,71205,0,1428844086,1376265163,2752530
appletv,0,71205,0,1815185659,1906973647,3813947
school-laptop,0,71205,0,441096,441122,882
home,0,71265,0,4007086143,2161280722,4322561
desktopfamily,0,71265,0,600235415,600256907,1200513
dadpc,0,71265,0,600255751,600248014,1200496
regulartv,0,71265,0,1780,1755,3
printer,1,71265,0,18454,9123,18
camera,0,71265,0,95549,387718,775
xbox,0,71265,0,0,0,0
iphone,0,71265,-1,3601578,3486766,6973
googlepixel,0,71265,-1,3552900,3534579,7069
voipphone,0,71265,0,247069,270176,540
nest,0,71265,0,8767,18375,36
toaster,0,71265,0,9058,17713,35
smokedetector,0,71325,0,18790,8702,17
chromecast,0,71325,0,1428844088,1376265167,2752530
appletv,0,71325,0,1815185659,1906973647,3813947
school-laptop,0,71325,0,449968,449981,899
home,0,71385,0,4007422186,2161919424,4323838
desktopfamily,0,71385,0,600383931,600406081,1200812
dadpc,0,71385,0,600404447,600396435,1200792
regulartv,0,71385,0,1782,1757,3
printer,1,71385,0,18475,9136,18
camera,0,71385,0,95712,388070,776
xbox,0,71385,0,0,0,0
iphone,0,71385,-1,3608354,3488056,6976
googlepixel,0,71385,-1,3556111,3538787,7077
voipphone,0,71385,0,247117,270249,540
nest,0,71385,0,8780,18416,36
toaster,0,71385,0,9085,17761,35
smokedetector,0,71385,0,18791,8709,17
chromecast,0,71385,0,1428844090,1376265167,2752530
appletv,0,71385,0,1815185659,1906973647,3813947
school-laptop,0,71385,0,453344,453375,906
home,0,71445,0,4007552109,2162162662,4324325
desktopfamily,0,71445,0,600438820,600461239,1200922
dadpc,0,71445,0,600459218,600451079,1200902
regulartv,0,71445,0,1784,1757,3
printer,1,71445,0,18506,9144,18
camera,0,71445,0,95822,388082,776
xbox,0,71445,0,0,0,0
iphone,0,71445,-1,3609337,3492906,6985
googlepixel,0,71445,-1,3558758,3540539,7081
voipphone,0,71445,0,247176,270299,540
nest,0,71445,0,8788,18420,36
toaster,0,71445,0,9087,17765,35
smokedetector,0,71445,0,18799,8712,17
chromecast,0,71445,0,1428844090,1376265169,2752530
appletv,0,71445,0,1815185659,1906973647,3813947
school-laptop,0,71445,0,456099,456123,912
home,0,71505,0,4007656748,2162360340,4324720
desktopfamily,0,71505,0,600482720,600504665,1201009
dadpc,0,71505,0,600502938,600494610,1200989
regulartv,0,71505,0,1787,1759,3
printer,1,71505,0,18518,9156,18
camera,0,71505,0,95835,389255,778
xbox,0,71505,0,0,0,0
iphone,0,71505,-1,3614483,3498695,6997
googlepixel,0,71505,-1,3564571,3543576,7087
voipphone,0,71505,0,247223,270361,540
nest,0,71505,0,8802,18448,36
toaster,0,71505,0,9093,17783,35
smokedetector,0,71505,0,18799,8716,17
chromecast,0,71505,0,1428844092,1376265172,2752530
appletv,0,71505,0,1815185659,1906973647,3813947
school-laptop,0,71505,0,458278,458329,916
home,0,71565,0,4007747518,2162519000,4325038
desktopfamily,0,71565,0,600516112,600538052,1201076
dadpc,0,71565,0,600536343,600527871,1201055
regulartv,0,71565,0,1788,1759,3
printer,1,71565,0,18526,9164,18
camera,0,71565,0,95989,389364,778
xbox,0,71565,0,0,0,0
iphone,0,71565,-1,3619417,3501339,7002
googlepixel,0,71565,-1,3564959,3544279,7088
voipphone,0,71565,0,247225,270387,540
nest,0,71565,0,8814,18463,36
toaster,0,71565,0,9107,17801,35
smokedetector,0,71565,0,18812,8729,17
chromecast,0,71565,0,1428844092,1376265175,2752530
appletv,0,71565,0,1815185659,1906973647,3813947
school-laptop,0,71565,0,459972,460002,920
home,0,71625,0,4007814133,2162639178,4325278
desktopfamily,0,71625,0,600541538,600563469,1201126
dadpc,0,71625,0,600560939,600552396,1201104
regulartv,0,71625,0,1788,1761,3
printer,1,71625,0,18550,9170,18
camera,0,71625,0,96127,391715,783
xbox,0,71625,0,0,0,0
iphone,0,71625,-1,3623334,3504470,7008
googlepixel,0,71625,-1,3565655,3546238,7092
voipphone,0,71625,0,247239,270395,540
nest,0,71625,0,8815,18469,36
toaster,0,71625,0,9111,17831,35
smokedetector,0,71625,0,18835,8737,17
chromecast,0,71625,0,1428844095,1376265176,2752530
appletv,0,71625,0,1815185659,1906973647,3813947
school-laptop,0,71625,0,461218,461240,922
home,0,71685,0,4007864611,2162733318,4325466
desktopfamily,0,71685,0,600559365,600581439,1201162
dadpc,0,71685,0,600578157,600569826,1201139
regulartv,0,71685,0,1788,1762,3
printer,1,71685,0,18571,9171,18
camera,0,71685,0,96225,391857,783
xbox,0,71685,0,0,0,0
iphone,0,71685,-1,3624937,3505124,7010
googlepixel,0,71685,-1,3568933,3547952,7095
voipphone,0,71685,0,247295,270412,540
nest,0,71685,0,8825,18469,36
toaster,0,71685,0,9112,17855,35
smokedetector,0,71685,0,18847,8738,17
chromecast,0,71685,0,1428844098,1376265176,2752530
appletv,0,71685,0,1815185659,1906973647,3813947
school-laptop,0,71685,0,462115,462111,924
home,0,71745,0,4007901533,2162797298,4325594
desktopfamily,0,71745,0,600570752,600592866,1201185
dadpc,0,71745,0,600589400,600581152,1201162
regulartv,0,71745,0,1790,1763,3
printer,1,71745,0,18601,9173,18
camera,0,71745,0,96234,392110,784
xbox,0,71745,0,0,0,0
iphone,0,71745,-1,3630831,3505518,7011
googlepixel,0,71745,-1,3569271,3548374,7096
voipphone,0,71745,0,247320,270439,540
nest,0,71745,0,8833,18500,37
toaster,0,71745,0,9122,17885,35
smokedetector,0,71745,0,18870,8750,17
chromecast,0,71745,0,1428844100,1376265179,2752530
appletv,0,71745,0,1815185659,1906973647,3813947
school-laptop,0,71745,0,462686,462703,925
home,0,71805,0,4007928121,2162838714,4325677
desktopfamily,0,71805,0,600577824,600599938,1201199
dadpc,0,71805,0,600595692,600587937,1201175
regulartv,0,71805,0,1793,1764,3
printer,1,71805,0,18623,9175,18
camera,0,71805,0,96336,392273,784
xbox,0,71805,0,0,0,0
iphone,0,71805,-1,3632117,3510356,7020
googlepixel,0,71805,-1,3571357,3552792,7105
voipphone,0,71805,0,247378,270492,540
nest,0,71805,0,8842,18527,37
toaster,0,71805,0,9123,17885,35
smokedetector,0,71805,0,18897,8765,17
chromecast,0,71805,0,1428844100,1376265180,2752530
